rank,country_full,total_points,previous_points,rank_change,rank_date
158,Liechtenstein,0,0,-1,1993-11-19
159,Chinese Taipei,0,0,-1,1993-11-19
159,Sri Lanka,0,0,0,1993-11-19
161,Equatorial Guinea,0,0,-2,1993-11-19
162,Nepal,0,0,-3,1993-11-19
163,Philippines,0,0,-1,1993-11-19
164,Vanuatu,0,0,-1,1993-11-19
165,Aruba,0,0,0,1993-11-19
166,Chad,0,0,-2,1993-11-19
167,Bahamas,0,0,-1,1993-11-19
167,Macau,0,0,-1,1993-11-19
167,Maldives,0,0,-1,1993-11-19
1,Germany,0,58,2,1993-12-23
2,Italy,0,59,-1,1993-12-23
3,Brazil,0,58,1,1993-12-23
4,Norway,0,57,1,1993-12-23
5,Spain,0,57,2,1993-12-23
6,Denmark,0,57,0,1993-12-23
7,Netherlands,0,59,-5,1993-12-23
8,Argentina,0,55,1,1993-12-23
9,Sweden,0,54,2,1993-12-23
10,Republic of Ireland,0,54,3,1993-12-23
11,England,0,56,-3,1993-12-23
12,Switzerland,0,55,-3,1993-12-23
13,Romania,0,54,-1,1993-12-23
14,Russia,0,52,0,1993-12-23
15,France,0,52,0,1993-12-23
16,Mexico,0,51,1,1993-12-23
17,Uruguay,0,51,1,1993-12-23
18,Nigeria,0,51,-2,1993-12-23
19,RCS,0,49,0,1993-12-23
20,Portugal,0,49,0,1993-12-23
21,Colombia,0,48,0,1993-12-23
22,USA,0,45,5,1993-12-23
23,Cameroon,0,45,1,1993-12-23
24,Scotland,0,45,1,1993-12-23
25,Belgium,0,47,-3,1993-12-23
26,Egypt,0,43,5,1993-12-23
27,Zambia,0,44,2,1993-12-23
28,Poland,0,45,-2,1993-12-23
29,Wales,0,44,-1,1993-12-23
30,Morocco,0,43,0,1993-12-23
31,Bulgaria,0,46,-8,1993-12-23
32,Tunisia,0,39,4,1993-12-23
33,Côte d'Ivoire,0,40,1,1993-12-23
34,Greece,0,42,-2,1993-12-23
35,Algeria,0,42,-2,1993-12-23
36,Austria,0,40,-1,1993-12-23
37,Ghana,0,37,4,1993-12-23
38,Saudi Arabia,0,38,0,1993-12-23
39,Northern Ireland,0,37,3,1993-12-23
40,Honduras,0,37,0,1993-12-23
41,Korea Republic,0,37,-2,1993-12-23
42,Costa Rica,0,38,-5,1993-12-23
43,Japan,0,36,0,1993-12-23
44,Canada,0,35,4,1993-12-23
45,Finland,0,36,-1,1993-12-23
46,Zimbabwe,0,36,0,1993-12-23
47,Iceland,0,36,-2,1993-12-23
48,Ecuador,0,35,-1,1993-12-23
49,Australia,0,35,0,1993-12-23
50,Hungary,0,34,0,1993-12-23
51,United Arab Emirates,0,32,4,1993-12-23
52,Turkey,0,33,-1,1993-12-23
53,China PR,0,33,-1,1993-12-23
54,Qatar,0,32,0,1993-12-23
55,Chile,0,33,-2,1993-12-23
56,Senegal,0,30,7,1993-12-23
57,Israel,0,30,3,1993-12-23
58,Bolivia,0,30,1,1993-12-23
59,IR Iran,0,31,-1,1993-12-23
60,Gabon,0,31,-4,1993-12-23
61,Paraguay,0,30,0,1993-12-23
62,Korea DPR,0,31,-5,1993-12-23
63,Guinea,0,30,-1,1993-12-23
64,Kuwait,0,29,0,1993-12-23
65,Iraq,0,28,1,1993-12-23
66,El Salvador,0,29,-1,1993-12-23
67,Malawi,0,26,2,1993-12-23
68,Yugoslavia,0,27,-1,1993-12-23
69,Thailand,0,26,-1,1993-12-23
70,Mali,0,23,5,1993-12-23
71,Zaire,0,25,-1,1993-12-23
72,Cyprus,0,24,1,1993-12-23
73,Peru,0,24,-2,1993-12-23
74,Kenya,0,24,-2,1993-12-23
75,Singapore,0,23,-1,1993-12-23
76,Sierra Leone,0,19,8,1993-12-23
77,New Zealand,0,21,-1,1993-12-23
78,Bahrain,0,20,0,1993-12-23
79,Malaysia,0,21,-2,1993-12-23
80,Jamaica,0,20,-1,1993-12-23
81,Niger,0,20,0,1993-12-23
82,Syria,0,20,-2,1993-12-23
83,Malta,0,18,2,1993-12-23
84,Bermuda,0,20,-2,1993-12-23
85,Lithuania,0,19,-2,1993-12-23
86,Latvia,0,17,2,1993-12-23
87,Jordan,0,18,0,1993-12-23
88,Trinidad and Tobago,0,17,1,1993-12-23
89,Madagascar,0,18,-3,1993-12-23
90,Ukraine,0,16,2,1993-12-23
91,Yemen,0,16,-1,1993-12-23
92,Albania,0,15,1,1993-12-23
93,Venezuela,0,15,1,1993-12-23
94,Uganda,0,15,1,1993-12-23
95,South Africa,0,15,1,1993-12-23
96,Ethiopia,0,16,-5,1993-12-23
97,Oman,0,13,3,1993-12-23
98,Tanzania,0,13,3,1993-12-23
99,Swaziland,0,14,-2,1993-12-23
100,India,0,13,-1,1993-12-23
101,Burundi,0,13,1,1993-12-23
102,Angola,0,13,-4,1993-12-23
103,Congo,0,12,0,1993-12-23
104,Mozambique,0,12,1,1993-12-23
105,Puerto Rico,0,12,1,1993-12-23
106,Indonesia,0,12,-2,1993-12-23
107,Fiji,0,11,0,1993-12-23
108,Lebanon,0,11,3,1993-12-23
109,Estonia,0,11,0,1993-12-23
110,Myanmar,0,11,-1,1993-12-23
111,Luxembourg,0,11,-3,1993-12-23
112,Hong Kong,0,11,0,1993-12-23
113,Togo,0,11,1,1993-12-23
114,Barbados,0,11,-1,1993-12-23
115,Faroe Islands,0,10,0,1993-12-23
116,Bangladesh,0,8,6,1993-12-23
117,Antigua and Barbuda,0,6,12,1993-12-23
117,Suriname,0,9,-1,1993-12-23
119,Sudan,0,9,-1,1993-12-23
120,Guatemala,0,9,-3,1993-12-23
121,San Marino,0,8,-1,1993-12-23
122,Croatia,0,8,-1,1993-12-23
123,Liberia,0,8,-4,1993-12-23
124,Nepal,0,0,38,1993-12-23
125,Gambia,0,0,28,1993-12-23
126,Sri Lanka,0,0,33,1993-12-23
127,Burkina Faso,0,7,-4,1993-12-23
128,Netherlands Antilles,0,7,-4,1993-12-23
129,St Vincent and the Grenadines,0,7,-4,1993-12-23
130,Benin,0,7,-4,1993-12-23
131,Guinea-Bissau,0,4,1,1993-12-23
132,Panama,0,6,-5,1993-12-23
133,Mauritius,0,6,-5,1993-12-23
134,Slovenia,0,5,-4,1993-12-23
135,Vietnam,0,4,-4,1993-12-23
136,Guyana,0,4,-3,1993-12-23
137,Belarus,0,4,-3,1993-12-23
138,Lesotho,0,4,-3,1993-12-23
139,St Lucia,0,4,-3,1993-12-23
140,Botswana,0,4,-3,1993-12-23
141,Tahiti,0,3,-3,1993-12-23
142,Pakistan,0,1,3,1993-12-23
143,Grenada,0,3,-4,1993-12-23
144,Mauritania,0,1,0,1993-12-23
145,Haiti,0,3,-5,1993-12-23
146,Laos,0,2,-5,1993-12-23
147,Cape Verde Islands,0,2,-5,1993-12-23
148,Maldives,0,0,19,1993-12-23
149,Solomon Islands,0,1,-6,1993-12-23
150,Slovakia,0,1,-4,1993-12-23
151,Brunei Darussalam,0,1,-4,1993-12-23
152,Libya,0,1,-3,1993-12-23
153,Dominican Republic,0,1,-3,1993-12-23
154,Cayman Islands,0,1,-3,1993-12-23
155,Nicaragua,0,0,-3,1993-12-23
156,Namibia,0,0,-2,1993-12-23
157,Seychelles,0,0,-2,1993-12-23
157,Central African Republic,0,0,0,1993-12-23
159,Cuba,0,0,-4,1993-12-23
160,Liechtenstein,0,0,-2,1993-12-23
161,Chinese Taipei,0,0,-2,1993-12-23
162,Equatorial Guinea,0,0,-1,1993-12-23
163,Philippines,0,0,0,1993-12-23
164,Vanuatu,0,0,0,1993-12-23
165,Aruba,0,0,0,1993-12-23
166,Chad,0,0,0,1993-12-23
166,St Kitts and Nevis,0,0,0,1993-12-23
166,Macau,0,0,1,1993-12-23
1,Germany,0,59,0,1994-02-15
2,Brazil,0,58,1,1994-02-15
3,Netherlands,0,56,4,1994-02-15
4,Denmark,0,57,2,1994-02-15
5,Norway,0,57,-1,1994-02-15
6,Spain,0,57,-1,1994-02-15
7,Italy,0,59,-5,1994-02-15
8,Switzerland,0,53,4,1994-02-15
9,Argentina,0,55,-1,1994-02-15
10,Sweden,0,54,-1,1994-02-15
11,Republic of Ireland,0,54,-1,1994-02-15
12,England,0,54,-1,1994-02-15
13,Russia,0,52,1,1994-02-15
14,France,0,51,1,1994-02-15
15,Nigeria,0,51,3,1994-02-15
16,Uruguay,0,51,1,1994-02-15
17,Mexico,0,51,-1,1994-02-15
18,Romania,0,52,-5,1994-02-15
19,Portugal,0,48,1,1994-02-15
20,Colombia,0,47,1,1994-02-15
21,USA,0,46,1,1994-02-15
22,Egypt,0,44,4,1994-02-15
23,Bulgaria,0,44,8,1994-02-15
24,Poland,0,44,4,1994-02-15
25,Scotland,0,45,-1,1994-02-15
26,Belgium,0,45,-1,1994-02-15
27,Wales,0,44,2,1994-02-15
28,Morocco,0,44,2,1994-02-15
29,Cameroon,0,45,-6,1994-02-15
30,Zambia,0,44,-3,1994-02-15
31,Côte d'Ivoire,0,42,2,1994-02-15
32,Greece,0,42,2,1994-02-15
33,Tunisia,0,43,-1,1994-02-15
34,Austria,0,39,2,1994-02-15
35,Ghana,0,39,2,1994-02-15
36,Saudi Arabia,0,39,2,1994-02-15
37,Algeria,0,42,-2,1994-02-15
38,Northern Ireland,0,37,1,1994-02-15
39,Costa Rica,0,37,3,1994-02-15
40,Honduras,0,37,0,1994-02-15
41,Finland,0,36,4,1994-02-15
42,Korea Republic,0,37,-1,1994-02-15
43,Japan,0,36,0,1994-02-15
44,Canada,0,36,0,1994-02-15
45,Iceland,0,35,2,1994-02-15
46,Zimbabwe,0,35,0,1994-02-15
47,Australia,0,35,2,1994-02-15
48,Ecuador,0,35,0,1994-02-15
49,Hungary,0,34,1,1994-02-15
50,China PR,0,33,3,1994-02-15
51,United Arab Emirates,0,33,0,1994-02-15
52,Turkey,0,33,0,1994-02-15
53,Qatar,0,32,1,1994-02-15
54,Chile,0,31,1,1994-02-15
55,Bolivia,0,30,3,1994-02-15
56,Israel,0,30,1,1994-02-15
57,IR Iran,0,30,2,1994-02-15
58,Slovakia,0,1,92,1994-02-15
59,Paraguay,0,29,2,1994-02-15
60,Senegal,0,31,-4,1994-02-15
61,Mali,0,25,9,1994-02-15
62,Gabon,0,29,-2,1994-02-15
63,Korea DPR,0,29,-1,1994-02-15
64,Guinea,0,28,-1,1994-02-15
65,Kuwait,0,28,-1,1994-02-15
66,El Salvador,0,28,0,1994-02-15
67,Iraq,0,28,-2,1994-02-15
68,Malawi,0,26,-1,1994-02-15
69,Thailand,0,25,0,1994-02-15
70,Yugoslavia,0,26,-2,1994-02-15
71,Zaire,0,25,0,1994-02-15
72,Sierra Leone,0,23,4,1994-02-15
73,Peru,0,24,0,1994-02-15
74,Kenya,0,24,0,1994-02-15
75,Cyprus,0,24,-3,1994-02-15
76,Singapore,0,23,-1,1994-02-15
77,Niger,0,20,4,1994-02-15
78,New Zealand,0,21,-1,1994-02-15
79,Bahrain,0,21,-1,1994-02-15
80,Oman,0,14,17,1994-02-15
81,Jamaica,0,20,-1,1994-02-15
82,Syria,0,20,0,1994-02-15
83,Malta,0,19,0,1994-02-15
84,Malaysia,0,20,-5,1994-02-15
85,Lithuania,0,19,0,1994-02-15
86,Bermuda,0,19,-2,1994-02-15
87,Latvia,0,18,-1,1994-02-15
88,Jordan,0,17,-1,1994-02-15
89,Trinidad and Tobago,0,17,-1,1994-02-15
90,Ukraine,0,16,0,1994-02-15
91,Yemen,0,15,0,1994-02-15
92,Venezuela,0,15,1,1994-02-15
93,Albania,0,15,-1,1994-02-15
94,Uganda,0,15,0,1994-02-15
95,Ethiopia,0,14,1,1994-02-15
96,Tanzania,0,14,2,1994-02-15
97,Hong Kong,0,11,15,1994-02-15
98,South Africa,0,15,-3,1994-02-15
99,Madagascar,0,16,-10,1994-02-15
100,Swaziland,0,14,-1,1994-02-15
101,India,0,13,-1,1994-02-15
102,Congo,0,12,1,1994-02-15
103,Burundi,0,13,-2,1994-02-15
104,Indonesia,0,11,2,1994-02-15
105,Puerto Rico,0,12,0,1994-02-15
106,Fiji,0,11,1,1994-02-15
107,Barbados,0,10,7,1994-02-15
108,Lebanon,0,11,0,1994-02-15
109,Estonia,0,11,0,1994-02-15
110,Myanmar,0,11,0,1994-02-15
111,Luxembourg,0,11,0,1994-02-15
112,Mozambique,0,12,-8,1994-02-15
113,Angola,0,13,-11,1994-02-15
114,Faroe Islands,0,10,1,1994-02-15
115,Bangladesh,0,9,1,1994-02-15
116,Antigua and Barbuda,0,9,1,1994-02-15
117,Burkina Faso,0,7,10,1994-02-15
118,Suriname,0,9,-1,1994-02-15
119,Sudan,0,9,0,1994-02-15
120,Togo,0,11,-7,1994-02-15
121,San Marino,0,8,0,1994-02-15
122,Croatia,0,8,0,1994-02-15
123,Guatemala,0,8,-3,1994-02-15
124,Nepal,0,8,0,1994-02-15
125,Gambia,0,8,0,1994-02-15
126,Liberia,0,8,-3,1994-02-15
127,Sri Lanka,0,8,-1,1994-02-15
128,St Vincent and the Grenadines,0,7,1,1994-02-15
129,Netherlands Antilles,0,7,-1,1994-02-15
130,Benin,0,7,0,1994-02-15
131,Panama,0,6,1,1994-02-15
132,Guinea-Bissau,0,7,-1,1994-02-15
133,Mauritius,0,6,0,1994-02-15
134,Slovenia,0,5,0,1994-02-15
135,Vietnam,0,5,0,1994-02-15
136,Guyana,0,4,0,1994-02-15
137,Lesotho,0,4,1,1994-02-15
138,Grenada,0,3,5,1994-02-15
139,St Lucia,0,4,0,1994-02-15
140,Belarus,0,4,-3,1994-02-15
141,Pakistan,0,3,1,1994-02-15
142,Tahiti,0,3,-1,1994-02-15
143,Botswana,0,4,-3,1994-02-15
144,Mauritania,0,3,0,1994-02-15
145,Haiti,0,3,0,1994-02-15
146,Laos,0,2,0,1994-02-15
147,Cape Verde Islands,0,2,0,1994-02-15
148,Maldives,0,2,0,1994-02-15
149,Solomon Islands,0,1,0,1994-02-15
150,Brunei Darussalam,0,1,1,1994-02-15
151,Libya,0,1,1,1994-02-15
152,Dominican Republic,0,1,1,1994-02-15
153,Cayman Islands,0,1,1,1994-02-15
154,Nicaragua,0,0,1,1994-02-15
155,Namibia,0,0,1,1994-02-15
156,Central African Republic,0,0,1,1994-02-15
156,Seychelles,0,0,1,1994-02-15
158,Cuba,0,0,1,1994-02-15
158,Liechtenstein,0,0,2,1994-02-15
160,Chinese Taipei,0,0,1,1994-02-15
161,Equatorial Guinea,0,0,1,1994-02-15
162,Philippines,0,0,1,1994-02-15
163,Vanuatu,0,0,1,1994-02-15
164,Aruba,0,0,1,1994-02-15
165,Chad,0,0,1,1994-02-15
165,St Kitts and Nevis,0,0,1,1994-02-15
165,Macau,0,0,1,1994-02-15
1,Germany,0,58,0,1994-03-15
2,Brazil,0,58,0,1994-03-15
3,Norway,0,56,2,1994-03-15
4,Denmark,0,56,0,1994-03-15
5,Switzerland,0,55,3,1994-03-15
6,Spain,0,56,0,1994-03-15
7,Sweden,0,54,3,1994-03-15
8,Argentina,0,55,1,1994-03-15
9,Netherlands,0,57,-6,1994-03-15
10,Romania,0,50,8,1994-03-15
11,Italy,0,56,-4,1994-03-15
12,England,0,53,0,1994-03-15
13,Republic of Ireland,0,54,-2,1994-03-15
14,Mexico,0,50,3,1994-03-15
15,France,0,52,-1,1994-03-15
16,Russia,0,53,-3,1994-03-15
17,Uruguay,0,50,-1,1994-03-15
18,Nigeria,0,51,-3,1994-03-15
19,Portugal,0,48,0,1994-03-15
20,Colombia,0,48,0,1994-03-15
21,USA,0,46,0,1994-03-15
22,Zambia,0,42,8,1994-03-15
23,Bulgaria,0,45,0,1994-03-15
24,Poland,0,44,0,1994-03-15
25,Egypt,0,45,-3,1994-03-15
26,Cameroon,0,43,3,1994-03-15
27,Wales,0,44,0,1994-03-15
28,Côte d'Ivoire,0,41,3,1994-03-15
29,Morocco,0,44,-1,1994-03-15
30,Scotland,0,44,-5,1994-03-15
31,Ghana,0,39,4,1994-03-15
32,Tunisia,0,41,1,1994-03-15
33,Belgium,0,44,-7,1994-03-15
34,Greece,0,41,-2,1994-03-15
35,Austria,0,39,-1,1994-03-15
36,Saudi Arabia,0,39,0,1994-03-15
37,Algeria,0,39,0,1994-03-15
38,Finland,0,37,3,1994-03-15
39,Japan,0,36,4,1994-03-15
40,Korea Republic,0,36,2,1994-03-15
41,Zimbabwe,0,35,5,1994-03-15
42,Northern Ireland,0,37,-4,1994-03-15
43,Iceland,0,35,2,1994-03-15
44,Canada,0,35,0,1994-03-15
45,Australia,0,34,2,1994-03-15
46,Ecuador,0,34,2,1994-03-15
47,Honduras,0,37,-7,1994-03-15
48,Costa Rica,0,37,-9,1994-03-15
49,China PR,0,33,1,1994-03-15
50,United Arab Emirates,0,33,1,1994-03-15
51,Turkey,0,33,1,1994-03-15
52,Hungary,0,34,-3,1994-03-15
53,Qatar,0,32,0,1994-03-15
54,Israel,0,30,2,1994-03-15
55,Chile,0,31,-1,1994-03-15
56,Bolivia,0,30,-1,1994-03-15
57,Mali,0,29,4,1994-03-15
58,Senegal,0,29,2,1994-03-15
59,IR Iran,0,30,-2,1994-03-15
60,Slovakia,0,29,-2,1994-03-15
61,Gabon,0,29,1,1994-03-15
62,Guinea,0,28,2,1994-03-15
63,El Salvador,0,28,3,1994-03-15
64,Paraguay,0,29,-5,1994-03-15
65,Korea DPR,0,28,-2,1994-03-15
66,Kuwait,0,28,-1,1994-03-15
67,Czech Republic,0,0,0,1994-03-15
68,Iraq,0,28,-1,1994-03-15
69,Cyprus,0,23,6,1994-03-15
70,Thailand,0,25,-1,1994-03-15
71,Malawi,0,26,-3,1994-03-15
72,Peru,0,24,1,1994-03-15
73,Sierra Leone,0,24,-1,1994-03-15
74,Yugoslavia,0,24,-4,1994-03-15
75,Singapore,0,23,1,1994-03-15
76,Jamaica,0,20,5,1994-03-15
77,Zaire,0,24,-6,1994-03-15
78,Malta,0,19,5,1994-03-15
79,Kenya,0,23,-5,1994-03-15
80,Niger,0,23,-3,1994-03-15
81,New Zealand,0,21,-3,1994-03-15
82,Bahrain,0,20,-3,1994-03-15
83,Oman,0,20,-3,1994-03-15
84,Malaysia,0,19,0,1994-03-15
85,Syria,0,20,-3,1994-03-15
86,Lithuania,0,19,-1,1994-03-15
87,Bermuda,0,19,-1,1994-03-15
88,Jordan,0,17,0,1994-03-15
89,Latvia,0,18,-2,1994-03-15
90,Ukraine,0,16,0,1994-03-15
91,Yemen,0,15,0,1994-03-15
92,South Africa,0,13,6,1994-03-15
93,Trinidad and Tobago,0,16,-4,1994-03-15
94,Venezuela,0,15,-2,1994-03-15
95,Albania,0,15,-2,1994-03-15
96,Uganda,0,15,-2,1994-03-15
97,Puerto Rico,0,11,8,1994-03-15
98,Ethiopia,0,14,-3,1994-03-15
99,Hong Kong,0,13,-2,1994-03-15
100,Tanzania,0,13,-4,1994-03-15
101,Barbados,0,11,6,1994-03-15
102,Swaziland,0,13,-2,1994-03-15
103,India,0,13,-2,1994-03-15
104,Burkina Faso,0,9,13,1994-03-15
105,Madagascar,0,13,-6,1994-03-15
106,Congo,0,12,-4,1994-03-15
107,Burundi,0,12,-4,1994-03-15
108,Indonesia,0,12,-4,1994-03-15
109,Suriname,0,9,9,1994-03-15
110,Gambia,0,8,15,1994-03-15
111,Fiji,0,11,-5,1994-03-15
112,Lebanon,0,11,-4,1994-03-15
113,Estonia,0,11,-4,1994-03-15
114,Myanmar,0,11,-4,1994-03-15
115,Mozambique,0,10,-3,1994-03-15
116,Luxembourg,0,11,-5,1994-03-15
117,Guinea-Bissau,0,6,15,1994-03-15
118,Faroe Islands,0,9,-4,1994-03-15
119,Bangladesh,0,9,-4,1994-03-15
120,Antigua and Barbuda,0,9,-4,1994-03-15
121,Sudan,0,8,-2,1994-03-15
122,Togo,0,8,-2,1994-03-15
123,Slovenia,0,5,11,1994-03-15
124,Angola,0,10,-11,1994-03-15
125,Croatia,0,8,-3,1994-03-15
126,San Marino,0,8,-5,1994-03-15
127,Nepal,0,8,-3,1994-03-15
128,Guatemala,0,8,-5,1994-03-15
129,Sri Lanka,0,7,-2,1994-03-15
130,Liberia,0,8,-4,1994-03-15
131,Panama,0,6,0,1994-03-15
132,Grenada,0,4,6,1994-03-15
133,St Vincent and the Grenadines,0,7,-5,1994-03-15
134,Netherlands Antilles,0,7,-5,1994-03-15
135,Mauritius,0,6,-2,1994-03-15
136,Benin,0,7,-6,1994-03-15
137,Vietnam,0,5,-2,1994-03-15
138,Guyana,0,4,-2,1994-03-15
139,Lesotho,0,4,-2,1994-03-15
140,Cayman Islands,0,1,13,1994-03-15
141,St Lucia,0,4,-2,1994-03-15
142,Belarus,0,4,-2,1994-03-15
143,Pakistan,0,3,-2,1994-03-15
144,Tahiti,0,3,-2,1994-03-15
145,Botswana,0,3,-2,1994-03-15
146,Mauritania,0,3,-2,1994-03-15
147,Haiti,0,2,-2,1994-03-15
148,Laos,0,2,-2,1994-03-15
149,Cape Verde Islands,0,2,-2,1994-03-15
150,Maldives,0,2,-2,1994-03-15
151,Solomon Islands,0,1,-2,1994-03-15
152,Brunei Darussalam,0,1,-2,1994-03-15
153,Dominican Republic,0,1,-1,1994-03-15
154,Libya,0,1,-3,1994-03-15
155,Nicaragua,0,0,-1,1994-03-15
156,Georgia,0,0,0,1994-03-15
157,Namibia,0,0,-2,1994-03-15
158,Central African Republic,0,0,-2,1994-03-15
158,Seychelles,0,0,-2,1994-03-15
160,Liechtenstein,0,0,-2,1994-03-15
161,Cuba,0,0,-3,1994-03-15
162,Chinese Taipei,0,0,-2,1994-03-15
163,Equatorial Guinea,0,0,-2,1994-03-15
164,Philippines,0,0,-2,1994-03-15
165,Vanuatu,0,0,-2,1994-03-15
166,Aruba,0,0,-2,1994-03-15
167,St Kitts and Nevis,0,0,-2,1994-03-15
167,Macau,0,0,-2,1994-03-15
167,Chad,0,0,-2,1994-03-15
1,Brazil,0,58,1,1994-04-19
2,Germany,0,58,-1,1994-04-19
3,Norway,0,58,0,1994-04-19
4,Switzerland,0,56,1,1994-04-19
5,Nigeria,0,49,13,1994-04-19
6,Denmark,0,56,-2,1994-04-19
7,Spain,0,55,-1,1994-04-19
8,Netherlands,0,55,1,1994-04-19
9,Sweden,0,55,-2,1994-04-19
10,Argentina,0,55,-2,1994-04-19
11,Romania,0,54,-1,1994-04-19
12,Russia,0,51,4,1994-04-19
13,Mexico,0,51,1,1994-04-19
13,Italy,0,53,-2,1994-04-19
15,France,0,51,0,1994-04-19
16,England,0,53,-4,1994-04-19
17,Republic of Ireland,0,52,-4,1994-04-19
17,Uruguay,0,50,0,1994-04-19
19,Zambia,0,45,3,1994-04-19
20,Colombia,0,48,0,1994-04-19
21,Côte d'Ivoire,0,43,7,1994-04-19
22,Portugal,0,49,-3,1994-04-19
23,USA,0,46,-2,1994-04-19
24,Egypt,0,44,1,1994-04-19
25,Bulgaria,0,45,-2,1994-04-19
26,Morocco,0,43,3,1994-04-19
27,Cameroon,0,43,-1,1994-04-19
28,Poland,0,44,-4,1994-04-19
29,Ghana,0,41,2,1994-04-19
30,Tunisia,0,40,2,1994-04-19
31,Scotland,0,42,-1,1994-04-19
32,Wales,0,43,-5,1994-04-19
33,Belgium,0,40,0,1994-04-19
34,Saudi Arabia,0,39,2,1994-04-19
35,Northern Ireland,0,35,7,1994-04-19
36,Austria,0,39,-1,1994-04-19
37,Greece,0,39,-3,1994-04-19
38,Algeria,0,37,-1,1994-04-19
39,Finland,0,36,-1,1994-04-19
40,Korea Republic,0,35,0,1994-04-19
41,Zimbabwe,0,35,0,1994-04-19
42,Japan,0,36,-3,1994-04-19
43,Iceland,0,35,0,1994-04-19
44,Australia,0,34,1,1994-04-19
45,Ecuador,0,34,1,1994-04-19
46,Chile,0,31,9,1994-04-19
47,Bolivia,0,31,9,1994-04-19
48,Mali,0,31,9,1994-04-19
49,Costa Rica,0,33,-1,1994-04-19
50,China PR,0,33,-1,1994-04-19
51,Honduras,0,33,-4,1994-04-19
52,Israel,0,32,2,1994-04-19
53,Hungary,0,32,-1,1994-04-19
54,Slovakia,0,29,6,1994-04-19
55,Canada,0,35,-11,1994-04-19
56,United Arab Emirates,0,33,-6,1994-04-19
57,Turkey,0,32,-6,1994-04-19
58,Senegal,0,30,0,1994-04-19
59,IR Iran,0,30,0,1994-04-19
60,Qatar,0,32,-7,1994-04-19
61,Paraguay,0,28,3,1994-04-19
62,Kuwait,0,28,4,1994-04-19
63,Czech Republic,0,24,4,1994-04-19
64,Guinea,0,29,-2,1994-04-19
65,Iraq,0,27,3,1994-04-19
66,Zaire,0,22,11,1994-04-19
67,Gabon,0,29,-6,1994-04-19
68,Korea DPR,0,28,-3,1994-04-19
69,Thailand,0,25,1,1994-04-19
70,Sierra Leone,0,24,3,1994-04-19
71,Cyprus,0,26,-2,1994-04-19
72,Peru,0,24,0,1994-04-19
73,El Salvador,0,28,-10,1994-04-19
74,Yugoslavia,0,24,0,1994-04-19
75,Singapore,0,23,0,1994-04-19
75,Jamaica,0,23,1,1994-04-19
77,Niger,0,21,3,1994-04-19
78,Kenya,0,22,1,1994-04-19
79,New Zealand,0,21,2,1994-04-19
80,Malta,0,22,-2,1994-04-19
81,Malawi,0,25,-10,1994-04-19
82,Bahrain,0,20,0,1994-04-19
83,Oman,0,20,0,1994-04-19
84,Malaysia,0,19,0,1994-04-19
85,Syria,0,19,0,1994-04-19
86,Bermuda,0,18,1,1994-04-19
87,Lithuania,0,18,-1,1994-04-19
88,Latvia,0,17,1,1994-04-19
89,Jordan,0,17,-1,1994-04-19
90,Ukraine,0,16,0,1994-04-19
91,Yemen,0,15,0,1994-04-19
92,South Africa,0,15,0,1994-04-19
93,Venezuela,0,15,1,1994-04-19
94,Albania,0,15,1,1994-04-19
95,Trinidad and Tobago,0,15,-2,1994-04-19
96,Uganda,0,15,0,1994-04-19
97,Hong Kong,0,13,2,1994-04-19
98,Tanzania,0,13,2,1994-04-19
99,Barbados,0,13,2,1994-04-19
100,Swaziland,0,13,2,1994-04-19
101,Burkina Faso,0,12,3,1994-04-19
102,India,0,13,1,1994-04-19
103,Madagascar,0,12,2,1994-04-19
103,Croatia,0,8,22,1994-04-19
105,Puerto Rico,0,14,-8,1994-04-19
106,Burundi,0,12,1,1994-04-19
107,Congo,0,12,-1,1994-04-19
108,Indonesia,0,12,0,1994-04-19
109,Gambia,0,11,1,1994-04-19
110,Suriname,0,11,-1,1994-04-19
111,Ethiopia,0,14,-13,1994-04-19
112,Fiji,0,11,-1,1994-04-19
113,Luxembourg,0,10,3,1994-04-19
114,Lebanon,0,11,-2,1994-04-19
115,Estonia,0,11,-2,1994-04-19
116,Myanmar,0,11,-2,1994-04-19
117,Slovenia,0,8,6,1994-04-19
118,Mozambique,0,10,-3,1994-04-19
119,Guinea-Bissau,0,10,-2,1994-04-19
120,Faroe Islands,0,9,-2,1994-04-19
121,Antigua and Barbuda,0,9,-1,1994-04-19
122,Bangladesh,0,9,-3,1994-04-19
123,Togo,0,8,-1,1994-04-19
124,Angola,0,8,0,1994-04-19
125,Sudan,0,8,-4,1994-04-19
126,Nepal,0,8,1,1994-04-19
127,Sri Lanka,0,7,2,1994-04-19
128,Guatemala,0,8,0,1994-04-19
129,San Marino,0,8,-3,1994-04-19
130,Panama,0,7,1,1994-04-19
131,Grenada,0,7,1,1994-04-19
132,St Vincent and the Grenadines,0,7,1,1994-04-19
133,Liberia,0,7,-3,1994-04-19
134,Netherlands Antilles,0,6,0,1994-04-19
135,Benin,0,6,1,1994-04-19
136,Haiti,0,2,11,1994-04-19
137,Mauritius,0,6,-2,1994-04-19
138,Vietnam,0,5,-1,1994-04-19
139,Cayman Islands,0,4,1,1994-04-19
140,Lesotho,0,4,-1,1994-04-19
141,Belarus,0,4,1,1994-04-19
142,St Lucia,0,4,-1,1994-04-19
