rank;country_full;total_points;previous_points;rank_change;rank_date
158;Liechtenstein;0;0;-1;19/11/1993
159;Chinese Taipei;0;0;-1;19/11/1993
159;Sri Lanka;0;0;0;19/11/1993
161;Equatorial Guinea;0;0;-2;19/11/1993
162;Nepal;0;0;-3;19/11/1993
163;Philippines;0;0;-1;19/11/1993
164;Vanuatu;0;0;-1;19/11/1993
165;Aruba;0;0;0;19/11/1993
166;Chad;0;0;-2;19/11/1993
167;Bahamas;0;0;-1;19/11/1993
167;Macau;0;0;-1;19/11/1993
167;Maldives;0;0;-1;19/11/1993
1;Germany;0;58;2;23/12/1993
2;Italy;0;59;-1;23/12/1993
3;Brazil;0;58;1;23/12/1993
4;Norway;0;57;1;23/12/1993
5;Spain;0;57;2;23/12/1993
6;Denmark;0;57;0;23/12/1993
7;Netherlands;0;59;-5;23/12/1993
8;Argentina;0;55;1;23/12/1993
9;Sweden;0;54;2;23/12/1993
10;Republic of Ireland;0;54;3;23/12/1993
11;England;0;56;-3;23/12/1993
12;Switzerland;0;55;-3;23/12/1993
13;Romania;0;54;-1;23/12/1993
14;Russia;0;52;0;23/12/1993
15;France;0;52;0;23/12/1993
16;Mexico;0;51;1;23/12/1993
17;Uruguay;0;51;1;23/12/1993
18;Nigeria;0;51;-2;23/12/1993
19;RCS;0;49;0;23/12/1993
20;Portugal;0;49;0;23/12/1993
21;Colombia;0;48;0;23/12/1993
22;USA;0;45;5;23/12/1993
23;Cameroon;0;45;1;23/12/1993
24;Scotland;0;45;1;23/12/1993
25;Belgium;0;47;-3;23/12/1993
26;Egypt;0;43;5;23/12/1993
27;Zambia;0;44;2;23/12/1993
28;Poland;0;45;-2;23/12/1993
29;Wales;0;44;-1;23/12/1993
30;Morocco;0;43;0;23/12/1993
31;Bulgaria;0;46;-8;23/12/1993
32;Tunisia;0;39;4;23/12/1993
33;Côte d'Ivoire;0;40;1;23/12/1993
34;Greece;0;42;-2;23/12/1993
35;Algeria;0;42;-2;23/12/1993
36;Austria;0;40;-1;23/12/1993
37;Ghana;0;37;4;23/12/1993
38;Saudi Arabia;0;38;0;23/12/1993
39;Northern Ireland;0;37;3;23/12/1993
40;Honduras;0;37;0;23/12/1993
41;Korea Republic;0;37;-2;23/12/1993
42;Costa Rica;0;38;-5;23/12/1993
43;Japan;0;36;0;23/12/1993
44;Canada;0;35;4;23/12/1993
45;Finland;0;36;-1;23/12/1993
46;Zimbabwe;0;36;0;23/12/1993
47;Iceland;0;36;-2;23/12/1993
48;Ecuador;0;35;-1;23/12/1993
49;Australia;0;35;0;23/12/1993
50;Hungary;0;34;0;23/12/1993
51;United Arab Emirates;0;32;4;23/12/1993
52;Turkey;0;33;-1;23/12/1993
53;China PR;0;33;-1;23/12/1993
54;Qatar;0;32;0;23/12/1993
55;Chile;0;33;-2;23/12/1993
56;Senegal;0;30;7;23/12/1993
57;Israel;0;30;3;23/12/1993
58;Bolivia;0;30;1;23/12/1993
59;IR Iran;0;31;-1;23/12/1993
60;Gabon;0;31;-4;23/12/1993
61;Paraguay;0;30;0;23/12/1993
62;Korea DPR;0;31;-5;23/12/1993
63;Guinea;0;30;-1;23/12/1993
64;Kuwait;0;29;0;23/12/1993
65;Iraq;0;28;1;23/12/1993
66;El Salvador;0;29;-1;23/12/1993
67;Malawi;0;26;2;23/12/1993
68;Yugoslavia;0;27;-1;23/12/1993
69;Thailand;0;26;-1;23/12/1993
70;Mali;0;23;5;23/12/1993
71;Zaire;0;25;-1;23/12/1993
72;Cyprus;0;24;1;23/12/1993
73;Peru;0;24;-2;23/12/1993
74;Kenya;0;24;-2;23/12/1993
75;Singapore;0;23;-1;23/12/1993
76;Sierra Leone;0;19;8;23/12/1993
77;New Zealand;0;21;-1;23/12/1993
78;Bahrain;0;20;0;23/12/1993
79;Malaysia;0;21;-2;23/12/1993
80;Jamaica;0;20;-1;23/12/1993
81;Niger;0;20;0;23/12/1993
82;Syria;0;20;-2;23/12/1993
83;Malta;0;18;2;23/12/1993
84;Bermuda;0;20;-2;23/12/1993
85;Lithuania;0;19;-2;23/12/1993
86;Latvia;0;17;2;23/12/1993
87;Jordan;0;18;0;23/12/1993
88;Trinidad and Tobago;0;17;1;23/12/1993
89;Madagascar;0;18;-3;23/12/1993
90;Ukraine;0;16;2;23/12/1993
91;Yemen;0;16;-1;23/12/1993
92;Albania;0;15;1;23/12/1993
93;Venezuela;0;15;1;23/12/1993
94;Uganda;0;15;1;23/12/1993
95;South Africa;0;15;1;23/12/1993
96;Ethiopia;0;16;-5;23/12/1993
97;Oman;0;13;3;23/12/1993
98;Tanzania;0;13;3;23/12/1993
99;Swaziland;0;14;-2;23/12/1993
100;India;0;13;-1;23/12/1993
101;Burundi;0;13;1;23/12/1993
102;Angola;0;13;-4;23/12/1993
103;Congo;0;12;0;23/12/1993
104;Mozambique;0;12;1;23/12/1993
105;Puerto Rico;0;12;1;23/12/1993
106;Indonesia;0;12;-2;23/12/1993
107;Fiji;0;11;0;23/12/1993
108;Lebanon;0;11;3;23/12/1993
109;Estonia;0;11;0;23/12/1993
110;Myanmar;0;11;-1;23/12/1993
111;Luxembourg;0;11;-3;23/12/1993
112;Hong Kong;0;11;0;23/12/1993
113;Togo;0;11;1;23/12/1993
114;Barbados;0;11;-1;23/12/1993
115;Faroe Islands;0;10;0;23/12/1993
116;Bangladesh;0;8;6;23/12/1993
117;Antigua and Barbuda;0;6;12;23/12/1993
117;Suriname;0;9;-1;23/12/1993
119;Sudan;0;9;-1;23/12/1993
120;Guatemala;0;9;-3;23/12/1993
121;San Marino;0;8;-1;23/12/1993
122;Croatia;0;8;-1;23/12/1993
123;Liberia;0;8;-4;23/12/1993
124;Nepal;0;0;38;23/12/1993
125;Gambia;0;0;28;23/12/1993
126;Sri Lanka;0;0;33;23/12/1993
127;Burkina Faso;0;7;-4;23/12/1993
128;Netherlands Antilles;0;7;-4;23/12/1993
129;St Vincent and the Grenadines;0;7;-4;23/12/1993
130;Benin;0;7;-4;23/12/1993
131;Guinea-Bissau;0;4;1;23/12/1993
132;Panama;0;6;-5;23/12/1993
133;Mauritius;0;6;-5;23/12/1993
134;Slovenia;0;5;-4;23/12/1993
135;Vietnam;0;4;-4;23/12/1993
136;Guyana;0;4;-3;23/12/1993
137;Belarus;0;4;-3;23/12/1993
138;Lesotho;0;4;-3;23/12/1993
139;St Lucia;0;4;-3;23/12/1993
140;Botswana;0;4;-3;23/12/1993
141;Tahiti;0;3;-3;23/12/1993
142;Pakistan;0;1;3;23/12/1993
143;Grenada;0;3;-4;23/12/1993
144;Mauritania;0;1;0;23/12/1993
145;Haiti;0;3;-5;23/12/1993
146;Laos;0;2;-5;23/12/1993
147;Cape Verde Islands;0;2;-5;23/12/1993
148;Maldives;0;0;19;23/12/1993
149;Solomon Islands;0;1;-6;23/12/1993
150;Slovakia;0;1;-4;23/12/1993
151;Brunei Darussalam;0;1;-4;23/12/1993
152;Libya;0;1;-3;23/12/1993
153;Dominican Republic;0;1;-3;23/12/1993
154;Cayman Islands;0;1;-3;23/12/1993
155;Nicaragua;0;0;-3;23/12/1993
156;Namibia;0;0;-2;23/12/1993
157;Seychelles;0;0;-2;23/12/1993
157;Central African Republic;0;0;0;23/12/1993
159;Cuba;0;0;-4;23/12/1993
160;Liechtenstein;0;0;-2;23/12/1993
161;Chinese Taipei;0;0;-2;23/12/1993
162;Equatorial Guinea;0;0;-1;23/12/1993
163;Philippines;0;0;0;23/12/1993
164;Vanuatu;0;0;0;23/12/1993
165;Aruba;0;0;0;23/12/1993
166;Chad;0;0;0;23/12/1993
166;St Kitts and Nevis;0;0;0;23/12/1993
166;Macau;0;0;1;23/12/1993
1;Germany;0;59;0;15/02/1994
2;Brazil;0;58;1;15/02/1994
3;Netherlands;0;56;4;15/02/1994
4;Denmark;0;57;2;15/02/1994
5;Norway;0;57;-1;15/02/1994
6;Spain;0;57;-1;15/02/1994
7;Italy;0;59;-5;15/02/1994
8;Switzerland;0;53;4;15/02/1994
9;Argentina;0;55;-1;15/02/1994
10;Sweden;0;54;-1;15/02/1994
11;Republic of Ireland;0;54;-1;15/02/1994
12;England;0;54;-1;15/02/1994
13;Russia;0;52;1;15/02/1994
14;France;0;51;1;15/02/1994
15;Nigeria;0;51;3;15/02/1994
16;Uruguay;0;51;1;15/02/1994
17;Mexico;0;51;-1;15/02/1994
18;Romania;0;52;-5;15/02/1994
19;Portugal;0;48;1;15/02/1994
20;Colombia;0;47;1;15/02/1994
21;USA;0;46;1;15/02/1994
22;Egypt;0;44;4;15/02/1994
23;Bulgaria;0;44;8;15/02/1994
24;Poland;0;44;4;15/02/1994
25;Scotland;0;45;-1;15/02/1994
26;Belgium;0;45;-1;15/02/1994
27;Wales;0;44;2;15/02/1994
28;Morocco;0;44;2;15/02/1994
29;Cameroon;0;45;-6;15/02/1994
30;Zambia;0;44;-3;15/02/1994
31;Côte d'Ivoire;0;42;2;15/02/1994
32;Greece;0;42;2;15/02/1994
33;Tunisia;0;43;-1;15/02/1994
34;Austria;0;39;2;15/02/1994
35;Ghana;0;39;2;15/02/1994
36;Saudi Arabia;0;39;2;15/02/1994
37;Algeria;0;42;-2;15/02/1994
38;Northern Ireland;0;37;1;15/02/1994
39;Costa Rica;0;37;3;15/02/1994
40;Honduras;0;37;0;15/02/1994
41;Finland;0;36;4;15/02/1994
42;Korea Republic;0;37;-1;15/02/1994
43;Japan;0;36;0;15/02/1994
44;Canada;0;36;0;15/02/1994
45;Iceland;0;35;2;15/02/1994
46;Zimbabwe;0;35;0;15/02/1994
47;Australia;0;35;2;15/02/1994
48;Ecuador;0;35;0;15/02/1994
49;Hungary;0;34;1;15/02/1994
50;China PR;0;33;3;15/02/1994
51;United Arab Emirates;0;33;0;15/02/1994
52;Turkey;0;33;0;15/02/1994
53;Qatar;0;32;1;15/02/1994
54;Chile;0;31;1;15/02/1994
55;Bolivia;0;30;3;15/02/1994
56;Israel;0;30;1;15/02/1994
57;IR Iran;0;30;2;15/02/1994
58;Slovakia;0;1;92;15/02/1994
59;Paraguay;0;29;2;15/02/1994
60;Senegal;0;31;-4;15/02/1994
61;Mali;0;25;9;15/02/1994
62;Gabon;0;29;-2;15/02/1994
63;Korea DPR;0;29;-1;15/02/1994
64;Guinea;0;28;-1;15/02/1994
65;Kuwait;0;28;-1;15/02/1994
66;El Salvador;0;28;0;15/02/1994
67;Iraq;0;28;-2;15/02/1994
68;Malawi;0;26;-1;15/02/1994
69;Thailand;0;25;0;15/02/1994
70;Yugoslavia;0;26;-2;15/02/1994
71;Zaire;0;25;0;15/02/1994
72;Sierra Leone;0;23;4;15/02/1994
73;Peru;0;24;0;15/02/1994
74;Kenya;0;24;0;15/02/1994
75;Cyprus;0;24;-3;15/02/1994
76;Singapore;0;23;-1;15/02/1994
77;Niger;0;20;4;15/02/1994
78;New Zealand;0;21;-1;15/02/1994
79;Bahrain;0;21;-1;15/02/1994
80;Oman;0;14;17;15/02/1994
81;Jamaica;0;20;-1;15/02/1994
82;Syria;0;20;0;15/02/1994
83;Malta;0;19;0;15/02/1994
84;Malaysia;0;20;-5;15/02/1994
85;Lithuania;0;19;0;15/02/1994
86;Bermuda;0;19;-2;15/02/1994
87;Latvia;0;18;-1;15/02/1994
88;Jordan;0;17;-1;15/02/1994
89;Trinidad and Tobago;0;17;-1;15/02/1994
90;Ukraine;0;16;0;15/02/1994
91;Yemen;0;15;0;15/02/1994
92;Venezuela;0;15;1;15/02/1994
93;Albania;0;15;-1;15/02/1994
94;Uganda;0;15;0;15/02/1994
95;Ethiopia;0;14;1;15/02/1994
96;Tanzania;0;14;2;15/02/1994
97;Hong Kong;0;11;15;15/02/1994
98;South Africa;0;15;-3;15/02/1994
99;Madagascar;0;16;-10;15/02/1994
100;Swaziland;0;14;-1;15/02/1994
101;India;0;13;-1;15/02/1994
102;Congo;0;12;1;15/02/1994
103;Burundi;0;13;-2;15/02/1994
104;Indonesia;0;11;2;15/02/1994
105;Puerto Rico;0;12;0;15/02/1994
106;Fiji;0;11;1;15/02/1994
107;Barbados;0;10;7;15/02/1994
108;Lebanon;0;11;0;15/02/1994
109;Estonia;0;11;0;15/02/1994
110;Myanmar;0;11;0;15/02/1994
111;Luxembourg;0;11;0;15/02/1994
112;Mozambique;0;12;-8;15/02/1994
113;Angola;0;13;-11;15/02/1994
114;Faroe Islands;0;10;1;15/02/1994
115;Bangladesh;0;9;1;15/02/1994
116;Antigua and Barbuda;0;9;1;15/02/1994
117;Burkina Faso;0;7;10;15/02/1994
118;Suriname;0;9;-1;15/02/1994
119;Sudan;0;9;0;15/02/1994
120;Togo;0;11;-7;15/02/1994
121;San Marino;0;8;0;15/02/1994
122;Croatia;0;8;0;15/02/1994
123;Guatemala;0;8;-3;15/02/1994
124;Nepal;0;8;0;15/02/1994
125;Gambia;0;8;0;15/02/1994
126;Liberia;0;8;-3;15/02/1994
127;Sri Lanka;0;8;-1;15/02/1994
128;St Vincent and the Grenadines;0;7;1;15/02/1994
129;Netherlands Antilles;0;7;-1;15/02/1994
130;Benin;0;7;0;15/02/1994
131;Panama;0;6;1;15/02/1994
132;Guinea-Bissau;0;7;-1;15/02/1994
133;Mauritius;0;6;0;15/02/1994
134;Slovenia;0;5;0;15/02/1994
135;Vietnam;0;5;0;15/02/1994
136;Guyana;0;4;0;15/02/1994
137;Lesotho;0;4;1;15/02/1994
138;Grenada;0;3;5;15/02/1994
139;St Lucia;0;4;0;15/02/1994
140;Belarus;0;4;-3;15/02/1994
141;Pakistan;0;3;1;15/02/1994
142;Tahiti;0;3;-1;15/02/1994
143;Botswana;0;4;-3;15/02/1994
144;Mauritania;0;3;0;15/02/1994
145;Haiti;0;3;0;15/02/1994
146;Laos;0;2;0;15/02/1994
147;Cape Verde Islands;0;2;0;15/02/1994
148;Maldives;0;2;0;15/02/1994
149;Solomon Islands;0;1;0;15/02/1994
150;Brunei Darussalam;0;1;1;15/02/1994
151;Libya;0;1;1;15/02/1994
152;Dominican Republic;0;1;1;15/02/1994
153;Cayman Islands;0;1;1;15/02/1994
154;Nicaragua;0;0;1;15/02/1994
155;Namibia;0;0;1;15/02/1994
156;Central African Republic;0;0;1;15/02/1994
156;Seychelles;0;0;1;15/02/1994
158;Cuba;0;0;1;15/02/1994
158;Liechtenstein;0;0;2;15/02/1994
160;Chinese Taipei;0;0;1;15/02/1994
161;Equatorial Guinea;0;0;1;15/02/1994
162;Philippines;0;0;1;15/02/1994
163;Vanuatu;0;0;1;15/02/1994
164;Aruba;0;0;1;15/02/1994
165;Chad;0;0;1;15/02/1994
165;St Kitts and Nevis;0;0;1;15/02/1994
165;Macau;0;0;1;15/02/1994
1;Germany;0;58;0;15/03/1994
2;Brazil;0;58;0;15/03/1994
3;Norway;0;56;2;15/03/1994
4;Denmark;0;56;0;15/03/1994
5;Switzerland;0;55;3;15/03/1994
6;Spain;0;56;0;15/03/1994
7;Sweden;0;54;3;15/03/1994
8;Argentina;0;55;1;15/03/1994
9;Netherlands;0;57;-6;15/03/1994
10;Romania;0;50;8;15/03/1994
11;Italy;0;56;-4;15/03/1994
12;England;0;53;0;15/03/1994
13;Republic of Ireland;0;54;-2;15/03/1994
14;Mexico;0;50;3;15/03/1994
15;France;0;52;-1;15/03/1994
16;Russia;0;53;-3;15/03/1994
17;Uruguay;0;50;-1;15/03/1994
18;Nigeria;0;51;-3;15/03/1994
19;Portugal;0;48;0;15/03/1994
20;Colombia;0;48;0;15/03/1994
21;USA;0;46;0;15/03/1994
22;Zambia;0;42;8;15/03/1994
23;Bulgaria;0;45;0;15/03/1994
24;Poland;0;44;0;15/03/1994
25;Egypt;0;45;-3;15/03/1994
26;Cameroon;0;43;3;15/03/1994
27;Wales;0;44;0;15/03/1994
28;Côte d'Ivoire;0;41;3;15/03/1994
29;Morocco;0;44;-1;15/03/1994
30;Scotland;0;44;-5;15/03/1994
31;Ghana;0;39;4;15/03/1994
32;Tunisia;0;41;1;15/03/1994
33;Belgium;0;44;-7;15/03/1994
34;Greece;0;41;-2;15/03/1994
35;Austria;0;39;-1;15/03/1994
36;Saudi Arabia;0;39;0;15/03/1994
37;Algeria;0;39;0;15/03/1994
38;Finland;0;37;3;15/03/1994
39;Japan;0;36;4;15/03/1994
40;Korea Republic;0;36;2;15/03/1994
41;Zimbabwe;0;35;5;15/03/1994
42;Northern Ireland;0;37;-4;15/03/1994
43;Iceland;0;35;2;15/03/1994
44;Canada;0;35;0;15/03/1994
45;Australia;0;34;2;15/03/1994
46;Ecuador;0;34;2;15/03/1994
47;Honduras;0;37;-7;15/03/1994
48;Costa Rica;0;37;-9;15/03/1994
49;China PR;0;33;1;15/03/1994
50;United Arab Emirates;0;33;1;15/03/1994
51;Turkey;0;33;1;15/03/1994
52;Hungary;0;34;-3;15/03/1994
53;Qatar;0;32;0;15/03/1994
54;Israel;0;30;2;15/03/1994
55;Chile;0;31;-1;15/03/1994
56;Bolivia;0;30;-1;15/03/1994
57;Mali;0;29;4;15/03/1994
58;Senegal;0;29;2;15/03/1994
59;IR Iran;0;30;-2;15/03/1994
60;Slovakia;0;29;-2;15/03/1994
61;Gabon;0;29;1;15/03/1994
62;Guinea;0;28;2;15/03/1994
63;El Salvador;0;28;3;15/03/1994
64;Paraguay;0;29;-5;15/03/1994
65;Korea DPR;0;28;-2;15/03/1994
66;Kuwait;0;28;-1;15/03/1994
67;Czech Republic;0;0;0;15/03/1994
68;Iraq;0;28;-1;15/03/1994
69;Cyprus;0;23;6;15/03/1994
70;Thailand;0;25;-1;15/03/1994
71;Malawi;0;26;-3;15/03/1994
72;Peru;0;24;1;15/03/1994
73;Sierra Leone;0;24;-1;15/03/1994
74;Yugoslavia;0;24;-4;15/03/1994
75;Singapore;0;23;1;15/03/1994
76;Jamaica;0;20;5;15/03/1994
77;Zaire;0;24;-6;15/03/1994
78;Malta;0;19;5;15/03/1994
79;Kenya;0;23;-5;15/03/1994
80;Niger;0;23;-3;15/03/1994
81;New Zealand;0;21;-3;15/03/1994
82;Bahrain;0;20;-3;15/03/1994
83;Oman;0;20;-3;15/03/1994
84;Malaysia;0;19;0;15/03/1994
85;Syria;0;20;-3;15/03/1994
86;Lithuania;0;19;-1;15/03/1994
87;Bermuda;0;19;-1;15/03/1994
88;Jordan;0;17;0;15/03/1994
89;Latvia;0;18;-2;15/03/1994
90;Ukraine;0;16;0;15/03/1994
91;Yemen;0;15;0;15/03/1994
92;South Africa;0;13;6;15/03/1994
93;Trinidad and Tobago;0;16;-4;15/03/1994
94;Venezuela;0;15;-2;15/03/1994
95;Albania;0;15;-2;15/03/1994
96;Uganda;0;15;-2;15/03/1994
97;Puerto Rico;0;11;8;15/03/1994
98;Ethiopia;0;14;-3;15/03/1994
99;Hong Kong;0;13;-2;15/03/1994
100;Tanzania;0;13;-4;15/03/1994
101;Barbados;0;11;6;15/03/1994
102;Swaziland;0;13;-2;15/03/1994
103;India;0;13;-2;15/03/1994
104;Burkina Faso;0;9;13;15/03/1994
105;Madagascar;0;13;-6;15/03/1994
106;Congo;0;12;-4;15/03/1994
107;Burundi;0;12;-4;15/03/1994
108;Indonesia;0;12;-4;15/03/1994
109;Suriname;0;9;9;15/03/1994
110;Gambia;0;8;15;15/03/1994
111;Fiji;0;11;-5;15/03/1994
112;Lebanon;0;11;-4;15/03/1994
113;Estonia;0;11;-4;15/03/1994
114;Myanmar;0;11;-4;15/03/1994
115;Mozambique;0;10;-3;15/03/1994
116;Luxembourg;0;11;-5;15/03/1994
117;Guinea-Bissau;0;6;15;15/03/1994
118;Faroe Islands;0;9;-4;15/03/1994
119;Bangladesh;0;9;-4;15/03/1994
120;Antigua and Barbuda;0;9;-4;15/03/1994
121;Sudan;0;8;-2;15/03/1994
122;Togo;0;8;-2;15/03/1994
123;Slovenia;0;5;11;15/03/1994
124;Angola;0;10;-11;15/03/1994
125;Croatia;0;8;-3;15/03/1994
126;San Marino;0;8;-5;15/03/1994
127;Nepal;0;8;-3;15/03/1994
128;Guatemala;0;8;-5;15/03/1994
129;Sri Lanka;0;7;-2;15/03/1994
130;Liberia;0;8;-4;15/03/1994
131;Panama;0;6;0;15/03/1994
132;Grenada;0;4;6;15/03/1994
133;St Vincent and the Grenadines;0;7;-5;15/03/1994
134;Netherlands Antilles;0;7;-5;15/03/1994
135;Mauritius;0;6;-2;15/03/1994
136;Benin;0;7;-6;15/03/1994
137;Vietnam;0;5;-2;15/03/1994
138;Guyana;0;4;-2;15/03/1994
139;Lesotho;0;4;-2;15/03/1994
140;Cayman Islands;0;1;13;15/03/1994
141;St Lucia;0;4;-2;15/03/1994
142;Belarus;0;4;-2;15/03/1994
143;Pakistan;0;3;-2;15/03/1994
144;Tahiti;0;3;-2;15/03/1994
145;Botswana;0;3;-2;15/03/1994
146;Mauritania;0;3;-2;15/03/1994
147;Haiti;0;2;-2;15/03/1994
148;Laos;0;2;-2;15/03/1994
149;Cape Verde Islands;0;2;-2;15/03/1994
150;Maldives;0;2;-2;15/03/1994
151;Solomon Islands;0;1;-2;15/03/1994
152;Brunei Darussalam;0;1;-2;15/03/1994
153;Dominican Republic;0;1;-1;15/03/1994
154;Libya;0;1;-3;15/03/1994
155;Nicaragua;0;0;-1;15/03/1994
156;Georgia;0;0;0;15/03/1994
157;Namibia;0;0;-2;15/03/1994
158;Central African Republic;0;0;-2;15/03/1994
158;Seychelles;0;0;-2;15/03/1994
160;Liechtenstein;0;0;-2;15/03/1994
161;Cuba;0;0;-3;15/03/1994
162;Chinese Taipei;0;0;-2;15/03/1994
163;Equatorial Guinea;0;0;-2;15/03/1994
164;Philippines;0;0;-2;15/03/1994
165;Vanuatu;0;0;-2;15/03/1994
166;Aruba;0;0;-2;15/03/1994
167;St Kitts and Nevis;0;0;-2;15/03/1994
167;Macau;0;0;-2;15/03/1994
167;Chad;0;0;-2;15/03/1994
1;Brazil;0;58;1;19/04/1994
2;Germany;0;58;-1;19/04/1994
3;Norway;0;58;0;19/04/1994
4;Switzerland;0;56;1;19/04/1994
5;Nigeria;0;49;13;19/04/1994
6;Denmark;0;56;-2;19/04/1994
7;Spain;0;55;-1;19/04/1994
8;Netherlands;0;55;1;19/04/1994
9;Sweden;0;55;-2;19/04/1994
10;Argentina;0;55;-2;19/04/1994
11;Romania;0;54;-1;19/04/1994
12;Russia;0;51;4;19/04/1994
13;Mexico;0;51;1;19/04/1994
13;Italy;0;53;-2;19/04/1994
15;France;0;51;0;19/04/1994
16;England;0;53;-4;19/04/1994
17;Republic of Ireland;0;52;-4;19/04/1994
17;Uruguay;0;50;0;19/04/1994
19;Zambia;0;45;3;19/04/1994
20;Colombia;0;48;0;19/04/1994
21;Côte d'Ivoire;0;43;7;19/04/1994
22;Portugal;0;49;-3;19/04/1994
23;USA;0;46;-2;19/04/1994
24;Egypt;0;44;1;19/04/1994
25;Bulgaria;0;45;-2;19/04/1994
26;Morocco;0;43;3;19/04/1994
27;Cameroon;0;43;-1;19/04/1994
28;Poland;0;44;-4;19/04/1994
29;Ghana;0;41;2;19/04/1994
30;Tunisia;0;40;2;19/04/1994
31;Scotland;0;42;-1;19/04/1994
32;Wales;0;43;-5;19/04/1994
33;Belgium;0;40;0;19/04/1994
34;Saudi Arabia;0;39;2;19/04/1994
35;Northern Ireland;0;35;7;19/04/1994
36;Austria;0;39;-1;19/04/1994
37;Greece;0;39;-3;19/04/1994
38;Algeria;0;37;-1;19/04/1994
39;Finland;0;36;-1;19/04/1994
40;Korea Republic;0;35;0;19/04/1994
41;Zimbabwe;0;35;0;19/04/1994
42;Japan;0;36;-3;19/04/1994
43;Iceland;0;35;0;19/04/1994
44;Australia;0;34;1;19/04/1994
45;Ecuador;0;34;1;19/04/1994
46;Chile;0;31;9;19/04/1994
47;Bolivia;0;31;9;19/04/1994
48;Mali;0;31;9;19/04/1994
49;Costa Rica;0;33;-1;19/04/1994
50;China PR;0;33;-1;19/04/1994
51;Honduras;0;33;-4;19/04/1994
52;Israel;0;32;2;19/04/1994
53;Hungary;0;32;-1;19/04/1994
54;Slovakia;0;29;6;19/04/1994
55;Canada;0;35;-11;19/04/1994
56;United Arab Emirates;0;33;-6;19/04/1994
57;Turkey;0;32;-6;19/04/1994
58;Senegal;0;30;0;19/04/1994
59;IR Iran;0;30;0;19/04/1994
60;Qatar;0;32;-7;19/04/1994
61;Paraguay;0;28;3;19/04/1994
62;Kuwait;0;28;4;19/04/1994
63;Czech Republic;0;24;4;19/04/1994
64;Guinea;0;29;-2;19/04/1994
65;Iraq;0;27;3;19/04/1994
66;Zaire;0;22;11;19/04/1994
67;Gabon;0;29;-6;19/04/1994
68;Korea DPR;0;28;-3;19/04/1994
69;Thailand;0;25;1;19/04/1994
70;Sierra Leone;0;24;3;19/04/1994
71;Cyprus;0;26;-2;19/04/1994
72;Peru;0;24;0;19/04/1994
73;El Salvador;0;28;-10;19/04/1994
74;Yugoslavia;0;24;0;19/04/1994
75;Singapore;0;23;0;19/04/1994
75;Jamaica;0;23;1;19/04/1994
77;Niger;0;21;3;19/04/1994
78;Kenya;0;22;1;19/04/1994
79;New Zealand;0;21;2;19/04/1994
80;Malta;0;22;-2;19/04/1994
81;Malawi;0;25;-10;19/04/1994
82;Bahrain;0;20;0;19/04/1994
83;Oman;0;20;0;19/04/1994
84;Malaysia;0;19;0;19/04/1994
85;Syria;0;19;0;19/04/1994
86;Bermuda;0;18;1;19/04/1994
87;Lithuania;0;18;-1;19/04/1994
88;Latvia;0;17;1;19/04/1994
89;Jordan;0;17;-1;19/04/1994
90;Ukraine;0;16;0;19/04/1994
91;Yemen;0;15;0;19/04/1994
92;South Africa;0;15;0;19/04/1994
93;Venezuela;0;15;1;19/04/1994
94;Albania;0;15;1;19/04/1994
95;Trinidad and Tobago;0;15;-2;19/04/1994
96;Uganda;0;15;0;19/04/1994
97;Hong Kong;0;13;2;19/04/1994
98;Tanzania;0;13;2;19/04/1994
99;Barbados;0;13;2;19/04/1994
100;Swaziland;0;13;2;19/04/1994
101;Burkina Faso;0;12;3;19/04/1994
102;India;0;13;1;19/04/1994
103;Madagascar;0;12;2;19/04/1994
103;Croatia;0;8;22;19/04/1994
105;Puerto Rico;0;14;-8;19/04/1994
106;Burundi;0;12;1;19/04/1994
107;Congo;0;12;-1;19/04/1994
108;Indonesia;0;12;0;19/04/1994
109;Gambia;0;11;1;19/04/1994
110;Suriname;0;11;-1;19/04/1994
111;Ethiopia;0;14;-13;19/04/1994
112;Fiji;0;11;-1;19/04/1994
113;Luxembourg;0;10;3;19/04/1994
114;Lebanon;0;11;-2;19/04/1994
115;Estonia;0;11;-2;19/04/1994
116;Myanmar;0;11;-2;19/04/1994
117;Slovenia;0;8;6;19/04/1994
118;Mozambique;0;10;-3;19/04/1994
119;Guinea-Bissau;0;10;-2;19/04/1994
120;Faroe Islands;0;9;-2;19/04/1994
121;Antigua and Barbuda;0;9;-1;19/04/1994
122;Bangladesh;0;9;-3;19/04/1994
123;Togo;0;8;-1;19/04/1994
124;Angola;0;8;0;19/04/1994
125;Sudan;0;8;-4;19/04/1994
126;Nepal;0;8;1;19/04/1994
127;Sri Lanka;0;7;2;19/04/1994
128;Guatemala;0;8;0;19/04/1994
129;San Marino;0;8;-3;19/04/1994
130;Panama;0;7;1;19/04/1994
131;Grenada;0;7;1;19/04/1994
132;St Vincent and the Grenadines;0;7;1;19/04/1994
133;Liberia;0;7;-3;19/04/1994
134;Netherlands Antilles;0;6;0;19/04/1994
135;Benin;0;6;1;19/04/1994
136;Haiti;0;2;11;19/04/1994
137;Mauritius;0;6;-2;19/04/1994
138;Vietnam;0;5;-1;19/04/1994
139;Cayman Islands;0;4;1;19/04/1994
140;Lesotho;0;4;-1;19/04/1994
141;Belarus;0;4;1;19/04/1994
142;St Lucia;0;4;-1;19/04/1994
